Country Name,ISO,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Arménie,ARM,1644.02214502158,1426.82791357144,840.205259177402,792.567859246381,857.394474812969,932.357829471807,995.728275319872,1039.0798243009,1128.09888845227,1180.45341995952,1229.21510436102,1351.12072694555,1535.20452885187,1759.64684829386,1955.22262459229,2240.09273209788,2551.43546358452,2919.3734936373,3141.33193500774,2716.97436280471,2796.08143428043,2943.83687119315,3159.75860786889,3266.29882999873,3393.09252326884,3512.39350276709,3533.88503607007,3815.3747426037,4027.83393010979,4343.45839583019,4032.09043454955,4264.79961505187,4791.00481712183,5197.23509013575,5378.31799981682
Samoa américaines,ASM,,,,,,,,,,,,,13054.6364326897,13201.7347516166,13291.5356626851,13284.2791128875,12794.7565021718,13092.3111393408,12809.4633079683,12342.0575384016,12446.3086265015,12521.8095058644,12068.2667374983,11871.7937192729,12203.0894714284,12727.4102651386,12665.2829921268,11930.7771236826,12412.6024074562,12524.0160252283,13194.274740128,13233.5784817341,13709.0974895473,,
Antigua-et-Barbuda,ATG,13166.5241173582,13385.0114363295,13326.2728796496,13776.8264136781,14420.4693979194,13519.5287711166,14117.8679127333,14588.3079841576,14991.7802610684,15282.9733985907,15961.0918359058,15003.4389169034,14968.0703013883,15703.9347145491,16433.4130541483,17301.2134317518,19259.6486517907,20770.2689732844,20464.786306605,17746.700856041,16135.397384487,15633.9091131821,15989.3900199779,15748.1952024226,15967.284996712,16077.6340769406,16635.895232831,16992.9327495236,18042.1596435727,18525.2588907167,14950.8942397208,16084.7214406048,17456.8722243104,17789.4058123944,18468.9951703724
Australie,AUS,36886.1444273767,36279.7540525751,36029.4845675544,37155.5123959647,38264.146671105,39310.7982327944,40337.1060519133,41464.4982180697,42967.6616681962,44636.9418129494,45859.5162097045,46191.3142366289,47486.2783216389,48394.1269478095,49902.0187022536,50853.1976727529,51553.9685966991,52531.7611201084,53336.1012157008,53237.0077642312,53578.8125049759,54111.357240336,55257.5739287362,55728.0174035719,56327.8533063277,56739.0265346593,57401.0662268939,57750.6482221688,58530.7821697117,58924.733646242,58132.798523626,59276.503107197,61009.8077147403,61598.1776089916,61211.8967637303
Autriche,AUT,31167.1857978698,31919.5573520278,32231.1216141522,32134.8299135937,32780.3419423369,33603.4278263558,34301.6562151382,34998.0321173934,36180.7490571265,37468.8698869794,38571.0858780001,38929.753800545,39313.7225107545,39569.2885567329,40333.3307183894,40989.0131778975,42120.1557002022,43568.8302243941,44063.8642019916,42372.4758254763,43035.4073531933,44146.1956805294,44221.4599530893,43851.3675497404,43838.8345892137,43915.228020857,44362.6702805116,45056.6385912412,45951.5819164034,46550.5622459492,43428.6983137234,45313.3988964964,47250.9695999523,46338.9570588922,45562.0406911157
Azerbaïdjan,AZE,2866.41060612613,2808.72744341073,2141.34003757856,1621.91809335648,1284.95555025956,1120.30867750928,1123.44793802972,1177.19685946713,1282.68413702085,1365.56585096546,1504.73106650409,1640.93664218988,1782.47318953927,1949.60609246235,2111.45338332183,2674.36885551094,3556.83212041859,4412.20325719633,4778.12451579136,5118.43395103717,5300.11049447988,5149.20665199301,5193.175009361,5425.99558858555,5508.6026585312,5500.50364628486,5272.71816973266,5229.25259747579,5261.92938170171,5346.95319282755,5087.50022691293,5349.5822595965,5599.58525100539,5668.61020477202,5871.13221811331
Burundi,BDI,427.030031561228,439.186232093461,431.918861835852,417.919297574139,399.309631526324,346.321302413385,318.395682563648,313.357142719203,322.030961886279,311.230622126912,302.219163799824,300.799882759047,305.4383585397,292.318595090044,295.235119511615,287.030688980174,291.866399549575,290.979116170807,292.793764973044,288.941917826614,289.856950614392,290.948032142504,293.232620547249,296.816900573427,299.077479357732,280.966831311923,274.513363399011,269.47688960656,265.672394335817,261.750180238427,255.078218433565,255.917950730796,253.69164159159,253.44565118586,255.598395837897
Belgique,BEL,29609.6207516724,30040.5508404095,30376.8745342462,29967.3944241601,30839.2414336465,31508.622663522,31862.6693868132,32991.5010116146,33566.9875919507,34676.6051555263,35878.3153586195,36148.2880924306,36600.862592332,36826.2699296094,37976.6972967442,38645.2605193362,39371.0858277448,40520.0843207009,40380.9075004042,39293.637546825,39991.5646206286,40236.9596308558,40074.492800399,40007.8997891411,40533.9135027898,40893.804537772,41172.8862831209,41619.328629169,42208.3625650272,43006.4042308863,40769.0218072962,43121.9429709785,44596.7859981166,44722.1955283977,44837.7242665704
Bénin,BEN,749.459666582926,757.403145107877,756.080888165851,765.479914438342,752.277508740764,781.0647884601,793.7950526962,814.901395438676,821.459971433599,838.976786975768,861.213292013209,879.854463773645,893.137100961634,896.146763201736,907.624431209378,893.91536869992,900.62053578735,926.740113754071,943.203380303862,936.565651071554,928.246655329144,927.716412836707,943.918771531001,982.399206290516,1014.4330062135,1002.41886879614,1006.03926633023,1032.90471194182,1071.50452156932,1114.17304526443,1126.65404122154,1176.37727637273,1218.49668929091,1263.62158336368,1324.78312597434
Burkina Faso,BFA,332.153276660935,353.206720757378,345.401816823349,348.581211032689,344.371184069503,354.841188502861,383.973583031147,397.838955257373,415.273513470241,433.104727597234,428.309796566198,442.914122870048,448.128856317091,468.263047790124,474.086412333459,499.192797571217,514.113131757062,519.26101218434,533.471299938288,533.470084831931,561.847221302489,581.603658737407,600.731343697818,616.741331164082,624.576885187665,630.124750752312,648.420480176012,669.276310328333,694.492813126351,717.021595096634,713.8421779224,745.472563435144,739.363021191451,744.165760639938,763.911780313875
Bangladesh,BGD,473.444821021085,480.673358976087,497.371173735323,511.193509421294,521.323144726555,537.931946643983,552.077107138767,566.271140847632,584.448175174047,600.232323162952,620.560472822105,641.288922876274,655.672139362272,676.826252046427,702.656357081873,739.203718353409,779.419570444998,825.508229964537,866.45815762135,901.729626251937,943.66422864236,995.579947155662,1050.39140404066,1103.15695907123,1159.40753475981,1224.38647668165,1299.83091360792,1373.75363740186,1462.25050255713,1564.20802445636,1604.6659234742,1702.08028414189,1804.3493461776,1885.37733613545,1941.27874360025
Bulgarie,BGR,4427.01075492783,4093.47671632427,3836.76398921195,3810.24375574593,3892.7111037595,4021.99531244432,4253.23468174483,3675.1808576225,3839.97684089572,3537.34545607716,3717.92891507381,3937.70165394319,4260.40482745795,4519.18444688932,4849.87144447444,5231.33817610444,5629.80131778982,6048.74234259616,6464.72203037118,6288.72548913763,6428.71747401797,6605.30857880385,6693.42776100824,6792.73551393835,6941.01854679167,7268.65445473873,7586.50414873238,7898.70694583532,8211.93640364397,8644.24951911477,8450.60388758371,9168.85176416607,9601.43271269533,9810.66890602451,10089.9202053232
Bahreïn,BHR,18345.8379968815,20882.5058640472,21701.2220342029,23858.1931245824,23180.3322555659,23465.7129170227,23795.2092538862,23893.1335655763,24386.5916523491,24773.8464104044,25407.9694054552,25106.2869742612,24149.0156013799,23857.6403579769,23688.1121059225,23439.6704353038,23095.0181330228,23112.4888058398,23127.2148040048,22206.9371985225,22224.0736166249,23288.0449398313,23894.8804447088,24271.6278814506,24135.4991304849,23734.0551143019,23715.2791328712,23606.8867501313,24059.7838641562,24873.6640060134,23586.9309581516,24086.7847803428,25234.40256182,25342.6226641572,25916.4641634989
Bahamas,BHS,30995.5842618402,29193.0895663411,27566.0684563191,27137.2669366627,27503.7251817767,28236.4675592416,28967.1426145358,28902.6662544207,29837.5355885474,31544.457042578,32424.8330349383,32870.1991409669,33374.7116432175,32559.4178505392,32444.1798761845,33144.8960860599,33541.9602520154,33549.4455284788,32331.930166479,30581.4340580326,30657.531992584,30492.7734015434,31553.6206928091,30368.3622669943,30658.7356351188,30719.405417469,30152.2354644699,30974.774621871,31537.4437497052,31117.6825430577,24791.6538067733,29114.2279448407,32186.513975715,33009.8743188408,33968.3863434756
Bosnie-Herzégovine,BIH,791.211670918053,715.689938075882,704.999683364069,747.930428983879,871.142724291713,1012.92705452504,1497.56624773882,1973.47801454223,2261.36869447791,2452.13193858336,2566.58782060588,2616.41412523094,2742.33362647095,2854.84504596813,3062.93618997193,3216.86881717187,3418.75501252184,3663.94488965387,3927.87965579966,3876.39718028292,3980.04128344756,4093.05152243746,4138.70218363601,4305.4675564178,4411.38102277262,4662.25883724069,4876.5347244666,5099.81613758953,5360.17443893099,5583.29732033466,5490.75367062899,5995.44817572385,6327.06293910437,6493.22233959649,6698.04067371484
Bélarus,BLR,2888.81296605767,2852.83086063697,2573.29955022496,2372.48516815155,2097.38186932057,1885.36062544268,1944.68700414122,2175.40374089066,2368.78331042337,2460.36944358801,2615.36376954661,2753.03369842472,2910.39937536991,3137.26261585453,3520.40452567199,3877.71738863193,4291.68647063136,4682.20676622607,5177.64534830453,5200.77418521241,5616.09411651767,5941.68999107287,6052.63737227717,6115.43288138613,6212.91667355075,5967.05595058777,5811.20159245258,5964.89668930991,6165.91320184691,6267.7350887999,6251.98898903127,6457.73053774952,6206.61909735439,6497.78450735958,6791.32648070557
Belize,BLZ,4111.68186005974,4498.65988154226,4966.68328051626,5165.5406214628,5055.70052469135,4966.79958676435,4874.55662204451,4914.25622252639,4930.24629363195,5212.36550357123,5662.33419045965,5763.67721322443,5893.70035034857,6273.01058592748,6381.59597801024,6335.67777675053,6434.11864385377,6465.21936364157,6183.93891771798,5997.24330826644,5919.55662085777,5777.83112948952,5866.25148992843,5998.17830945783,6109.47778375326,6154.49593498217,6016.49646985703,5772.92692023491,5729.21045186202,5886.9622354935,5003.87784847193,5824.30394264153,6269.37997445105,6212.26051785042,6622.56381381691
Bermudes,BMU,89089.7346423608,85311.0494288592,84642.6084927299,86582.8344997142,86545.7823557807,89849.1250139813,91743.2962338679,95383.0225110365,98347.9089816051,100867.914579743,109502.763102809,116809.925253071,114574.433608566,118018.831592635,120432.12052555,122143.799577518,128662.931924261,132595.482654866,129525.177139097,121727.584908744,118382.908990645,113937.835700983,108040.575659203,107860.394791964,103941.982606956,104855.366822135,104190.876720334,107734.608357327,106843.163739391,106709.881238843,98999.5076617935,103134.729483915,109642.671877743,115124.71719745,117661.27172681
Bolivie,BOL,1679.40847934245,1731.39514180139,1724.36334508876,1762.66830888368,1809.57065085889,1858.78185183798,1904.28702147603,1962.8640425071,2025.50334651633,1998.94534010593,2014.19024658446,2013.84581083123,2029.66993638623,2050.07133411878,2099.99081063701,2156.18670325307,2221.42722587104,2283.4273357151,2383.25032578229,2422.57579390006,2481.40700850945,2568.5205166368,2657.23884915854,2793.51457098675,2900.90241586338,2996.01289811344,3077.57057564767,3160.16421228968,3246.76434820658,3272.38171029956,2949.81955038243,3098.35062383781,3172.91046695036,3226.08756009169,3226.18807550031
Brésil,BRA,6149.86788926381,6107.64883675747,5973.98285622586,6167.46092178931,6427.16901943704,6596.33572674819,6640.7270065575,6764.85842091319,6687.49523550242,6621.63676249539,6817.784240857,6823.03396999891,6944.62337495755,6941.4404574508,7258.78185165912,7409.56913232718,7622.04007133264,8003.25413096047,8330.76459841304,8246.09706995094,8792.63436120342,9067.99316348047,9167.49923929815,9366.73932434359,9338.34278278114,8936.19661712113,8577.84376650911,8628.25308908043,8722.33630317935,8771.44051292177,8435.01143254978,8799.22945810901,9032.08481566299,9288.02701470069,9564.57607719223
Barbade,BRB,17426.9351835134,16696.2273252062,15691.7053287391,15770.1013323922,16050.739777563,16347.8193774325,16982.0087941939,17779.6524769281,18439.4683949688,18495.4686279131,19351.4638405481,18867.6490259856,18892.1732114238,19184.9280414739,19344.9607873556,20004.7667416753,21117.3141130415,21454.1971109767,21477.2080592359,20294.7826712927,19763.952363572,19555.7321072204,19438.2179113021,19191.4375467197,19160.122299023,18954.2913724506,19251.9834223357,19237.287488428,18974.8571786909,19064.9975884863,16166.6559507829,16099.7749737734,18959.3351638653,19734.2380260921,20474.6391845607
Brunéi Darussalam,BRN,44179.8276912649,44201.1393897195,41672.3707444004,40342.0502418347,39721.4342531039,39274.4977645821,38331.6574507639,39820.2106577615,36331.1811884432,37045.9342090551,37509.5983267664,37269.3097506594,37976.262662486,38595.1686901058,37948.6589495693,37312.2777967112,38229.3564968534,36174.5163676434,34126.6940866315,32855.6020295133,33121.3176732283,33754.3639675001,33544.538880398,32381.0738305277,31148.729616258,30625.128732694,29492.4145383772,29524.65904505,29200.1951241759,29996.2405849189,30015.9587299585,29256.1832859253,28549.175527547,28645.9644636922,29605.8776054965
Bhoutan,BTN,812.671325588739,795.191842865383,863.46389569327,917.291292689812,963.016574291679,1043.38748981674,1099.85817824831,1138.39922318847,1182.98781073316,1248.61600842811,1259.6237645235,1321.09878230279,1427.25693317315,1506.4152751782,1552.73915195801,1632.02169500573,1701.11878173586,1952.25734603779,2017.76018913403,2148.56480375034,2378.72810760985,2552.48871073094,2654.74798946027,2671.07460201171,2797.81883971908,2954.04081911097,3173.36773217431,3211.80903275593,3300.55006461736,3467.38598979356,3092.12428399363,3206.20366997254,3349.73309632799,3488.84449072501,
Botswana,BWA,4039.46544455099,4224.09857544948,4226.73999498293,4186.14547358363,4219.4408088678,4399.1388580936,4543.2105349273,4809.4439184672,4724.93670942028,5070.94772048729,5062.64289173588,4971.96371794188,5175.47655317231,5320.440295139,5369.42516766112,5514.21742664705,5865.00026521361,6085.6354476126,6158.61629368051,5179.4138607146,5584.50343260122,5850.07858485864,5742.919242654,6284.97677820877,6547.12253923766,6141.20394726616,6490.83463593483,6662.5764477869,6843.84612121161,6951.73188985979,6254.24806377545,6895.91184943107,7159.5860618268,7269.05170664457,6937.33180990267
République centrafricaine,CAF,519.786735961912,500.991150890901,454.148968239471,441.384907508364,448.784442959801,468.150527620686,437.925054761723,448.634663639551,457.148858416438,460.827900216085,437.168928414826,446.658634192083,452.808702217035,418.240532289858,433.825227770233,427.968043155237,439.294330902768,450.762785401893,450.313616886022,492.215398914836,519.141456408484,532.38295493852,553.729578314912,349.821171688973,351.561554911625,366.322853938121,376.858254120398,387.35795131742,395.020015455909,401.82582161435,398.834274122139,396.020622931961,398.915397976511,397.467795727686,390.090566274594
Canada,CAN,31700.5462613508,30654.3331550624,30563.3788132238,31032.7546058282,32074.1562636226,32595.4515150443,32801.3018574024,33867.0079071879,34894.6134264056,36391.535343959,37906.8601321366,38200.456120621,38921.6673033743,39270.0234577749,40108.7587456658,41006.2229523971,41663.5123057295,42106.8724378248,42067.5687072607,40376.4153847836,41164.3399119626,42043.6419795513,42320.6431330726,42851.170527104,43643.2356440047,43594.1941045394,43551.3425975115,44339.3886689254,44907.3436912123,45100.2915069262,42366.1285377884,44639.193269037,45677.686578804,45048.2842408265,44401.7153908386
Europe centrale et les pays baltes,CEB,6751.30497211572,6032.20027304066,5753.13464744601,5768.79693430214,5982.68076606788,6333.35492581452,6631.84229593907,6792.73687589942,6983.35783072823,7127.69788667545,7450.84783060072,7730.93571388212,8057.20843158367,8405.61688234993,8923.84368154359,9387.57581776009,10036.5200313461,10712.5958772465,11177.0081279721,10792.8397629018,10998.6732543831,11421.8179722162,11544.5451357668,11662.0190543525,12076.2019030548,12596.9475064791,12991.5831012396,13696.4865078378,14427.2136400191,15039.0854339968,14633.6483797066,15748.7346962917,16406.3748705233,16514.4404393888,16859.840628506
Suisse,CHE,70063.8517086247,68559.9382296082,67778.5475359796,67079.4643937643,67391.8444211439,67264.9113311617,67284.1091695976,68640.0745320635,70510.0256437591,71341.3428665645,73749.9389517966,74439.4637644735,73824.3849167809,73254.9529864219,74718.6836260364,76282.9840696619,78893.8078199046,81254.1701015272,82481.0680560935,79585.5216989959,81315.4228307049,81874.3362425008,81964.8864937809,82479.9215677304,83394.3712888211,83806.4476003837,84611.0998672721,84967.5886498224,86756.6022327472,87123.6604234257,84637.0132935333,88661.2029776281,90605.019427268,90084.8341661309,89783.1281377088
Îles Anglo-Normandes,CHI,,,,,,,,,,,,,,,,,,,,67622.4695883823,64727.4333131603,65010.9566350941,60866.085192313,60784.8479832989,61897.0637706602,61852.0735568957,62438.478592806,63397.7524683734,63864.3732883742,64598.9625726294,58640.735167679,64272.111712561,67513.5800895208,69822.9531432725,
Chili,CHL,5290.53694835535,5606.86557277047,6151.76546454326,6461.73217350303,6688.29717704707,7201.13100361441,7605.28953010603,8058.94228801535,8287.45061096547,8161.45168872186,8465.35303258864,8632.0148244056,8810.69052712257,9130.7842621819,9642.37478651228,10104.4208391373,10611.6144012877,11051.3450717678,11356.0922105983,11116.4093443103,11649.2897090856,12252.8441074615,12882.834417927,13182.7329619856,13285.9540361192,13433.9202987032,13505.097711133,13473.3458532934,13763.0068844795,13630.5935435578,12679.024004022,14051.4713630677,14283.1489501524,14280.3475638842,14579.4001071307
Chine,CHN,917.270661782581,989.548540519036,1117.27329480169,1258.34946089635,1406.85845705008,1545.19429404212,1681.62743528935,1819.09789302268,1944.43719705771,2076.81812919622,2237.44298500334,2405.89396743215,2610.72960252379,2857.0373538115,3127.86276523632,3465.81734409951,3883.35412942474,4409.75700836878,4811.47471804961,5237.76666540352,5764.86534987407,6275.90956436258,6723.19443752823,7198.06876478162,7686.57792954381,8175.33285077393,8679.37704460133,9221.51403820573,9798.6528523316,10356.4804194995,10573.6420059282,11469.5707134928,11830.5983703496,12484.1578844175,13121.6769905565
Côte d'Ivoire,CIV,1866.0785698741,1794.12062566918,1719.71261335163,1649.47036183619,1598.69239055813,1647.08777075504,1706.97650014485,1801.13163122133,1808.42289027986,1770.86540389357,1717.95385651231,1636.57318705218,1551.27925902838,1441.58801755037,1451.86547141894,1431.73320203111,1437.77453798586,1420.1738958245,1454.62731800082,1473.9183699329,1540.52927270246,1426.46463864534,1503.43433046682,1632.32712787006,1742.53693001178,1814.71855088017,1889.27777949938,1972.81431788947,2013.32307598499,2093.09994335779,2055.08483996432,2146.47635317946,2227.09845246984,2312.13337034704,2390.74710632192
Cameroun,CMR,1360.47765296011,1271.04658608388,1196.85081918895,1070.98275377636,1060.87326552909,1062.01607349987,1077.38925202961,1096.69757735007,1118.50819963079,1138.36298546565,1151.27689302947,1169.92670464984,1189.96707897027,1221.09446141454,1271.74326874167,1264.74345218659,1277.32990712342,1295.73067471287,1295.02211276052,1290.89961351149,1290.9013745759,1297.3064962694,1319.66961634054,1347.2130636706,1381.81938454907,1415.00009710569,1435.61830727839,1444.90682916573,1461.01969999317,1470.31785276187,1434.51913723409,1443.57600237663,1458.66180431693,1466.76885819356,1481.39595083063
"Congo, République démocratique du",COD,801.567015056407,710.032087422205,614.369536883349,512.954857325072,470.161734645697,454.200631347294,440.994059132614,409.588064385259,392.136003823522,362.993793858463,327.240142486849,310.380267408895,309.911785375198,317.778121357431,329.3490636773,338.980980805364,346.179697463638,356.886805082139,367.843747648712,366.830226544363,380.578038274352,393.616173563894,407.671076943679,427.458520350728,452.339650501681,467.9145805459,462.47214741215,462.482920889479,473.294077418165,478.632426258904,471.504423341186,484.784649973339,511.29926733563,537.507995280245,555.097201309724
"Congo, République du",COG,2363.76701814587,2352.52754080776,2346.67913794406,2255.94360801961,2069.79640456567,2092.54337905245,2122.62819294837,2064.7536042465,2095.34403570595,1986.8478922289,2057.01922023551,2056.16505922617,2100.16876714574,2058.88683675038,2058.88402946896,2140.03686200251,2226.0233547376,2004.10103961966,2061.55829880574,2211.31572382028,2332.28508055953,2307.49384399715,2467.06102906839,2390.65754938662,2488.68118548992,2439.35189403696,2174.19310251224,2003.27121075187,1909.9560382117,1885.51080877731,1725.51040049963,1701.79060456872,1686.00234391385,1677.08549205924,1679.58056113856
Colombie,COL,3714.1849928328,3713.17727535576,3787.5942918216,3912.6590835796,4059.32146113882,4189.72770913999,4198.69126252708,4265.6935185646,4213.82800470051,3967.11339937681,4016.80951748167,4020.50789754842,4058.28493578738,4154.17528523618,4311.91591255233,4457.27537460443,4694.03442939175,4947.25260813108,5048.57187245249,5046.97121757727,5214.24547620131,5517.1011086899,5675.75617978305,5910.80592301166,6121.83982019825,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.95523215403,6457.16921807086,6856.72590505374,6828.59753791113,6873.42302427907
Comores,COM,1019.19559721551,941.006198383295,1000.29824887648,1011.72827202575,941.525836670771,958.726199589545,930.186016212105,951.151466490866,946.902597436713,948.077367118187,1030.93947568487,1033.51343021937,1035.39872091786,1037.00510726154,1037.06257910624,1044.94496999226,1051.1859194001,1038.68653866198,1058.62282121214,1105.09838128939,1135.3590787937,1178.42049434859,1227.8383415516,1309.47579833416,1331.21227800861,1329.3704808998,1338.59046548627,1385.61417581045,1413.98188639216,1437.37135466649,1465.89782581729,1476.38688314725,1488.85613490824,1505.25419206172,1527.09890788139
Cabo Verde,CPV,835.120723175504,826.681399309547,896.519359558541,953.861011115729,1113.93806476467,1248.28104350759,1365.49820603623,1492.01847422507,1652.11117220593,1809.80582624137,2037.31720912714,2051.21733888102,2127.70872296502,2186.89500422765,2379.79636224135,2514.16779255327,2683.83943856892,3056.97102851154,3238.44159287498,3159.58698693977,3194.61667734233,3309.20121643898,3341.7421054836,3361.09387702205,3383.8422809791,3415.06266730931,3560.1400729534,3719.71306047915,3853.67940035241,4115.90283469406,3255.93628984058,3471.6553421786,3997.76763250653,4192.40126436212,4475.45299739992
Costa Rica,CRI,6037.0511166847,6018.68283702082,6408.20531541844,6693.49083166558,6826.32273426217,6940.83702069857,6871.60941046828,7085.98834302657,7430.17241063333,7584.42136978245,7726.51985682502,7854.23395802299,7989.55926102644,8207.45746763548,8445.52914946306,8655.33965419113,9160.29437453794,9779.51149390415,10104.9092039753,9883.675670469,10285.0856660482,10612.4694861206,11001.5192856643,11151.1437869836,11422.6735793246,11714.7105980803,12084.4351325708,12468.5654531785,12679.5253643093,12877.6501010869,12242.2098908608,13146.6927918545,13686.1614090906,14318.8389652286,14866.5823676279
